"City","Title","Property_Type","Location_Detail","Bed_Info","Price_Per_Night_USD","Currency","Rating","Date_Range","Airbnb_ID","Link"
"London","Private room in London","Private Room","","1 double bed","57","$","4.72","Oct 29 – Nov 3","711425","https://www.airbnb.com/rooms/711425"
"London","Private room in London","Private Room","South Bank living for 1","1 bed","70","$","4.92","Sep 29 – Oct 4","7537897","https://www.airbnb.com/rooms/7537897"
"London","Private room in London","Private Room","Single private room in central flat","1 single bed","86","$","4.93","Jul 30 – Aug 4","4792857","https://www.airbnb.com/rooms/4792857"
"London","Condo in London","Other","Outstanding Kensington Studio","1 bed","128","$","4.79","Aug 12 – 17","35211701","https://www.airbnb.com/rooms/35211701"
"London","Apartment in London","Apartment","Central London Home With a View","1 queen bed","133","$","4.74","Jan 11 – 17","44142136","https://www.airbnb.com/rooms/44142136"
"London","Private room in London","Private Room","Private Mews Studio Flat, Portobello Entire Space","1 queen bed","117","$","4.88","Jul 27 – Aug 1","36010469","https://www.airbnb.com/rooms/36010469"
"London","Private room in London","Private Room","","1 bed","124","$","4.94","Dec 3 – 8","617431298322321404","https://www.airbnb.com/rooms/617431298322321404"
"London","Apartment in London","Apartment","","1 bed","172","$","5","Jan 1 – 6","813848530277585622","https://www.airbnb.com/rooms/813848530277585622"
"London","Apartment in London","Apartment","Beautiful Light Double Tower Bridge","1 double bed","143","$","4.47","Jul 1 – 8","4771256","https://www.airbnb.com/rooms/4771256"
"London","Private room in Lewisham","Private Room","Spacious flat in attractive location","1 king bed","46","$","4.9","Jul 21 – 26","52576905","https://www.airbnb.com/rooms/52576905"
"London","Private room in London","Private Room","Modern single room near supermarkets and transport","1 single bed","52","$","4.96","Jun 27 – Jul 2","47743853","https://www.airbnb.com/rooms/47743853"
"London","Private room in London","Private Room","","1 bed","107","$","4.33","Jul 22 – 28","15251432","https://www.airbnb.com/rooms/15251432"
"London","Private room in London","Private Room","Single Room, Garden View","1 single bed","43","$","4.81","Jun 2 – 7","23443517","https://www.airbnb.com/rooms/23443517"
"London","Loft in London","Other","Lovely loft studio in Brockley","1 king bed","130","$","4.97","Sep 19 – 25","639013218365625090","https://www.airbnb.com/rooms/639013218365625090"
"London","Private room in London","Private Room","Bright room w/patio Old street, Shoreditch, Hoxton","1 double bed","85","$","4.76","May 7 – 12","36451917","https://www.airbnb.com/rooms/36451917"
"London","Private room in London","Private Room","","1 double bed","82","$","4.7","Jul 30 – Aug 4","32540539","https://www.airbnb.com/rooms/32540539"
"London","Private room in Islington","Private Room","Bright room w/patio Old street, Shoreditch, Hoxton","1 double bed","85","$","4.76","May 7 – 12","36451917","https://www.airbnb.com/rooms/36451917"
"London","Private room in Whitechapel","Private Room","","1 double bed","82","$","4.7","Jul 30 – Aug 4","32540539","https://www.airbnb.com/rooms/32540539"
"London","Apartment in London","Apartment","Charming Notting Hill Studio","1 single bed","150","$","4.5","Jul 28 – Aug 2","14686660","https://www.airbnb.com/rooms/14686660"
"London","Private room in Covent Garden","Private Room","","1 bed","107","$","4.33","Jul 22 – 28","15251432","https://www.airbnb.com/rooms/15251432"
"London","Private room in Chelsea","Private Room","","1 double bed","136","$","4.98","Jun 2 – 7","18772924","https://www.airbnb.com/rooms/18772924"
"London","Private room in London","Private Room","Lovely double room in a house, perfect location","1 double bed","53","$","4.54","May 29 – Jun 3","50505173","https://www.airbnb.com/rooms/50505173"
"London","Private room in Camden","Private Room","Arty Single Room","1 single bed","61","$","4.77","May 10 – 17","26250557","https://www.airbnb.com/rooms/26250557"
"London","Private room in Lewisham","Private Room","Comfy room very close to public transport.","1 bed","51","$","4.96","Jun 23 – 28","659411058738359886","https://www.airbnb.com/rooms/659411058738359886"
"London","Private room in Islington","Private Room","Cosy & Bright Double Room in North London.","1 double bed","64","$","4.86","Aug 5 – 10","38030129","https://www.airbnb.com/rooms/38030129"
"London","Private room in Chelsea","Private Room","","1 single bed","79","$","4.48","Jun 28 – Jul 3","9041832","https://www.airbnb.com/rooms/9041832"
"London","Private room in London","Private Room","Quiet room Barbican,  Liverpool street ZONE 1","1 double bed","91","$","4.71","May 9 – 14","36452065","https://www.airbnb.com/rooms/36452065"
"London","Apartment in Marylebone","Apartment","Lovely flat in Central London!","1 bed","178","$","4.88","Jan 1 – 6","775919229666536918","https://www.airbnb.com/rooms/775919229666536918"
"London","Private room in Haggerston","Private Room","Bright Nice ROOM Shoreditch Haggerston Avail Jan","1 bed","58","$","4.58","Jun 24 – 30","594107","https://www.airbnb.com/rooms/594107"
"London","Private room in Lambeth","Private Room","20%Off SingleRoom near Parliament,BigBen,LondonEye","1 single bed","71","$","4.41","May 13 – 18","629764379034070677","https://www.airbnb.com/rooms/629764379034070677"
"London","Private room in London","Private Room","","1 single bed","58","$","4.95","May 29 – Jun 3","53262339","https://www.airbnb.com/rooms/53262339"
"London","Private room in Islington","Private Room","(4) Lovely single room available in Angel","","75","$","4.48","Jul 24 – 29","44083213","https://www.airbnb.com/rooms/44083213"
"London","Private room in Whitechapel","Private Room","","1 bed","63","$","4.7","Jun 3 – 9","740632967443619966","https://www.airbnb.com/rooms/740632967443619966"
"London","Private room in Lambeth","Private Room","Smart, comfy room in modernised Victorian home","1 small double bed","69","$","4.83","Jul 10 – 17","14138404","https://www.airbnb.com/rooms/14138404"
"London","Private room in London","Private Room","","1 bed","63","$","4.7","Jun 3 – 9","740632967443619966","https://www.airbnb.com/rooms/740632967443619966"
"London","Private room in London","Private Room","Smart, comfy room in modernised Victorian home","1 small double bed","69","$","4.83","Jul 10 – 17","14138404","https://www.airbnb.com/rooms/14138404"
"London","Private room in London","Private Room","","1 double bed","93","$","4.84","Jul 11 – 18","41268700","https://www.airbnb.com/rooms/41268700"
"London","Private room in London","Private Room","","1 double bed","79","$","5","Jan 8 – 13","40816509","https://www.airbnb.com/rooms/40816509"
"London","Private room in London","Private Room","202 double room shower Soho comfy","1 bed","118","$","4.53","Aug 27 – Sep 1","438421","https://www.airbnb.com/rooms/438421"
"London","Private room in  London","Private Room","Single Room","1 single bed","35","$","4.72","Jul 17 – 22","22584269","https://www.airbnb.com/rooms/22584269"
"London","Private room in London","Private Room","Single Ensuite 2L Rear Duchy House Central London","1 bed","122","$","4.69","Jul 24 – 29","15263267","https://www.airbnb.com/rooms/15263267"
"London","Private room in London","Private Room","Quite room in the heart of Barbican & Old street","1 bed","93","$","4.79","May 8 – 13","674809079768573925","https://www.airbnb.com/rooms/674809079768573925"
"London","Private room in London","Private Room","Very Vibrant, London, Location","1 double bed","48","$","4.69","Jul 11 – 16","3963852","https://www.airbnb.com/rooms/3963852"
"London","Private room in London","Private Room","Modern room Old street, Shoreditch, Hoxton","1 bed","82","$","4.7","May 22 – 28","9826379","https://www.airbnb.com/rooms/9826379"
"London","Private room in London","Private Room","The Faraday Room","2 beds","60","$","4.75","Sep 3 – 8","855050663797015486","https://www.airbnb.com/rooms/855050663797015486"
"London","Private room in London","Private Room","","1 queen bed","88","$","4.89","Jun 9 – 15","51513266","https://www.airbnb.com/rooms/51513266"
"London","Apartment in London","Apartment","","2 king beds","217","$","4.86","Jan 27 – Feb 1","40008142","https://www.airbnb.com/rooms/40008142"
"London","Private room in London","Private Room","","1 double bed","56","$","4.73","Jun 3 – 8","16519006","https://www.airbnb.com/rooms/16519006"
"London","Private room in London","Private Room","Private room just 20 min. from Alexandra Palace","1 bed","36","$","5","Jul 15 – 20","41430918","https://www.airbnb.com/rooms/41430918"
"London","Private room in London","Private Room","Ideal Single Room with a Balcony in Maida Vale","","62","$","4.57","May 7 – 12","716017855791276258","https://www.airbnb.com/rooms/716017855791276258"
"London","Apartment in London","Apartment","Nice apartment holland park with terrace","1 double bed","183","$","5","Oct 2 – 9","52157214","https://www.airbnb.com/rooms/52157214"
"London","Private room in London","Private Room","","1 king bed","105","$","4.63","Jun 28 – Jul 3","2021361","https://www.airbnb.com/rooms/2021361"
"London","Private room in London","Private Room","","1 king bed","105","$","4.63","Jun 28 – Jul 3","2021361","https://www.airbnb.com/rooms/2021361"
"London","Apartment in London","Apartment","Hackney Wick Studio","1 bed","102","$","No rating","Aug 1 – 6","860666670619683970","https://www.airbnb.com/rooms/860666670619683970"
"London","Private room in Stockwell Gardens Estate","Private Room","","1 single bed","47","$","4.97","Jan 5 – 10","17941844","https://www.airbnb.com/rooms/17941844"
"London","Apartment in London","Apartment","","2 beds","229","$","4.82","Aug 19 – 24","39262042","https://www.airbnb.com/rooms/39262042"
"London","Guest suite in London","Other","Stylish & Private Studio with a Roof Terrace Close to River Thames","1 double bed","172","$","4.99","Jul 26 – Aug 1","plus/21564181","https://www.airbnb.com/rooms/plus/21564181"
"London","Apartment in London","Apartment","Cosy studio in Earls Court","1 bed","137","$","No rating","Jun 3 – 10","686242834133798839","https://www.airbnb.com/rooms/686242834133798839"
"London","Condo in London","Other","Lovely Micro studio in prime area (shared kitchen)","1 bed","174","$","5","May 1 – 6","52764552","https://www.airbnb.com/rooms/52764552"
"London","Apartment in London","Apartment","Fabulous bay window studio  Flat in Queens park W9","1 double bed","93","$","4.22","Jul 17 – 22","34130081","https://www.airbnb.com/rooms/34130081"
"London","Private room in London","Private Room","Nice room in the heart of London","1 bed","93","$","4.36","Jun 25 – 30","10857242","https://www.airbnb.com/rooms/10857242"
"London","Private room in London","Private Room","Single Ensuite 1P St. Duchy House Central London","1 bed","116","$","4.71","Aug 19 – 25","15250796","https://www.airbnb.com/rooms/15250796"
"London","Private room in London","Private Room","Budget room Old street / Shoreditch/Hoxton ZONE 1","1 bed","75","$","4.63","May 8 – 13","685284902855197302","https://www.airbnb.com/rooms/685284902855197302"
"London","Private room in London","Private Room","bright double room with desk and chair. good wifi.","1 bed","57","$","4.6","Jun 2 – 7","604049568085435352","https://www.airbnb.com/rooms/604049568085435352"
"London","Apartment in London","Apartment","","2 beds","180","$","4.81","Dec 21 – 26","42662396","https://www.airbnb.com/rooms/42662396"
"London","Private room in Hackney wick","Private Room","SpareBnB @ Spare Space : Studio 2","","60","$","4.78","May 27 – Jun 1","36365265","https://www.airbnb.com/rooms/36365265"
"London","Apartment in London","Apartment","Suite 11 a little home away from home","1 bed","108","$","4.78","Sep 8 – 13","15801516","https://www.airbnb.com/rooms/15801516"
"London","Private room in London","Private Room","","1 double bed","104","$","4.62","Jun 6 – 12","43888780","https://www.airbnb.com/rooms/43888780"
"London","Apartment in London","Apartment","","1 double bed","148","$","4.67","Jul 10 – 17","855465","https://www.airbnb.com/rooms/855465"
"London","Private room in London","Private Room","Double room in the heart of the Southbank SE1","1 bed","80","$","4.98","Jan 8 – 14","40838429","https://www.airbnb.com/rooms/40838429"
"London","Private room in London","Private Room","","","49","$","4.86","May 6 – 12","26102672","https://www.airbnb.com/rooms/26102672"
"London","Private room in London","Private Room","Spacious Single Room with Garden","1 single bed","47","$","4.51","Jul 10 – 16","5046910","https://www.airbnb.com/rooms/5046910"
"London","Apartment in London","Apartment","","1 bed","201","$","5","Aug 15 – 20","835340912844121077","https://www.airbnb.com/rooms/835340912844121077"
"London","Private room in London","Private Room","","1 bed","91","$","5","May 22 – 27","809503979312328543","https://www.airbnb.com/rooms/809503979312328543"
"London","Private room in London","Private Room","Peaceful loft in the trendy East End","1 bed","92","$","4.87","Nov 7 – 12","447891","https://www.airbnb.com/rooms/447891"
"London","Private room in London","Private Room","Budget room Old street /Shoreditch /Hoxton ZONE 1","1 bed","79","$","4.67","May 17 – 24","703018917547698090","https://www.airbnb.com/rooms/703018917547698090"
"London","Private room in London","Private Room","Period Art deco 1930's apartment","1 small double bed","39","$","4.93","Aug 7 – 12","8989885","https://www.airbnb.com/rooms/8989885"
"London","Apartment in London","Apartment","Maisonette with 2 cats","1 bed","143","$","No rating","May 7 – 13","872968302185363161","https://www.airbnb.com/rooms/872968302185363161"
"London","Apartment in London","Apartment","","1 queen bed","186","$","4.9","Jan 8 – 13","6606418","https://www.airbnb.com/rooms/6606418"
"London","Apartment in London","Apartment","Unique Garden Studio, own terrace and entrance!","2 beds","87","$","4.67","Sep 21 – 27","49372948","https://www.airbnb.com/rooms/49372948"
"London","Apartment in London","Apartment","Charming central studio, West End, London.","1 double bed","183","$","4.71","Jan 1 – 6","2056454","https://www.airbnb.com/rooms/2056454"
"London","Condo in London","Other","Specious GF studio high ceiling excellent location","1 double bed","143","$","No rating","Jul 23 – 28","825974221050493121","https://www.airbnb.com/rooms/825974221050493121"
"London","Private room in London","Private Room","Single Ensuite 1K Rear Duchy House Central London","1 bed","122","$","4.48","Aug 18 – 23","15265345","https://www.airbnb.com/rooms/15265345"
"London","Private room in London","Private Room","Comfortable room in a nice area close to the tube.","1 double bed","83","$","5","Jun 8 – 15","31078624","https://www.airbnb.com/rooms/31078624"
"London","Apartment in London","Apartment","Stunning apartment next to Paddington with Terrace","1 double bed","250","$","5","Aug 11 – 16","40877012","https://www.airbnb.com/rooms/40877012"
"London","Private room in London","Private Room","","1 double bed","89","$","4.5","May 15 – 20","721085292620994106","https://www.airbnb.com/rooms/721085292620994106"
"London","Private room in Stanmore","Private Room","Family home","1 double bed","36","$","4.81","Jul 11 – 16","41571349","https://www.airbnb.com/rooms/41571349"
"London","Apartment in London","Apartment","Notting Hill Hideaway","1 bed","242","$","4.79","Jul 28 – Aug 2","51338483","https://www.airbnb.com/rooms/51338483"
"London","Apartment in London","Apartment","Stunning apartment next to Paddington with Terrace","1 double bed","250","$","5","Aug 11 – 16","40877012","https://www.airbnb.com/rooms/40877012"
"London","Private room in London","Private Room","","1 double bed","89","$","4.5","May 15 – 20","721085292620994106","https://www.airbnb.com/rooms/721085292620994106"
"London","Private room in Stanmore","Private Room","Family home","1 double bed","36","$","4.81","Jul 11 – 16","41571349","https://www.airbnb.com/rooms/41571349"
"London","Apartment in London","Apartment","Notting Hill Hideaway","1 bed","242","$","4.79","Jul 28 – Aug 2","51338483","https://www.airbnb.com/rooms/51338483"
"London","Private room in London","Private Room","Long Room, St Pancras, Kings X, Double, Desk an TV","1 double bed","114","$","4.94","Jun 18 – 23","17301636","https://www.airbnb.com/rooms/17301636"
"London","Apartment in London","Apartment","","1 bed","67","$","4.83","Jun 20 – 26","686671071809047240","https://www.airbnb.com/rooms/686671071809047240"
"London","Private room in London","Private Room","Hammersmith Brackenbury (second room)","1 double bed","56","$","4.81","Oct 15 – 20","24001883","https://www.airbnb.com/rooms/24001883"
"London","Apartment in London","Apartment","Contemporary Studio in Award Winning Building","2 beds","199","$","4.95","Nov 3 – 8","23137650","https://www.airbnb.com/rooms/23137650"
"London","Apartment in London","Apartment","Small but safe and Cosy studio flat in QUEENS PARK","1 double bed","100","$","4.19","Jul 15 – 20","37473138","https://www.airbnb.com/rooms/37473138"
"London","Apartment in London","Apartment","ISLINGTON Flat near Angel Tube","4 beds","162","$","4.65","Nov 28 – Dec 3","2822720","https://www.airbnb.com/rooms/2822720"
"London","Private room in London","Private Room","Double room on canal with a view","1 double bed","85","$","4.83","Jul 21 – 26","4886845","https://www.airbnb.com/rooms/4886845"
"London","Private room in London","Private Room","Ideal Student Room 2 for Short or Long Stay","1 single bed","33","$","4.96","Jun 30 – Jul 6","15091111","https://www.airbnb.com/rooms/15091111"
"London","Private room in London","Private Room","Beautiful room in London (women only)","1 bed","48","$","4.4","Jul 4 – 9","852404446898439412","https://www.airbnb.com/rooms/852404446898439412"
"London","Private room in London","Private Room","Nice room in Central London","1 double bed","92","$","4.88","May 28 – Jun 3","853733552656111702","https://www.airbnb.com/rooms/853733552656111702"
"London","Private room in London","Private Room","Lovely Double Room in Camden, NW5","1 single bed","79","$","4.5","May 7 – 12","36652405","https://www.airbnb.com/rooms/36652405"
"London","Private room in London","Private Room","Single Ensuite 1K Rear Duchy House Central London","1 bed","122","$","4.48","Aug 18 – 23","15265345","https://www.airbnb.com/rooms/15265345"
"London","Private room in London","Private Room","Single Ensuite 3Q St. Duchy House Central London","1 bed","128","$","4.61","Aug 1 – 6","15265136","https://www.airbnb.com/rooms/15265136"
"London","Private room in London","Private Room","Budget room Old street /Shoreditch /Hoxton ZONE 1","1 bed","79","$","4.67","May 17 – 24","703018917547698090","https://www.airbnb.com/rooms/703018917547698090"
"London","Private room in London","Private Room","Room in Central London Over viewing River Thames","1 double bed","80","$","4.49","Jan 12 – 18","12381919","https://www.airbnb.com/rooms/12381919"
"London","Private room in London","Private Room","","2 single beds","65","$","4.86","Jan 1 – 6","4755523","https://www.airbnb.com/rooms/4755523"
"London","Apartment in London","Apartment","","1 double bed","218","$","4.79","Aug 8 – 13","45508921","https://www.airbnb.com/rooms/45508921"
"London","Private room in London","Private Room","","1 double bed","55","$","4.86","Jun 7 – 12","48034656","https://www.airbnb.com/rooms/48034656"
"London","Condo in London","Other","Bright Flat in Herne Hill with great transport","1 queen bed","135","$","4.75","Aug 9 – 15","6422809","https://www.airbnb.com/rooms/6422809"
"London","Apartment in London","Apartment","Lovely single flat in Queensway","1 bed","86","$","4.67","Jun 26 – Jul 1","732343327925151242","https://www.airbnb.com/rooms/732343327925151242"
"London","Private room in London","Private Room","Gold Room Single Compact Room Zone 1 Kings Cross","1 single bed","97","$","4.9","Jun 10 – 15","21777839","https://www.airbnb.com/rooms/21777839"
"London","Private room in London","Private Room","Cosy single room for single occupant","1 single bed","40","$","4.56","Jun 3 – 9","4512702","https://www.airbnb.com/rooms/4512702"
"London","Private room in London","Private Room","Spacious & comfy private room in London (SW2)","1 king bed","54","$","4.94","Jun 11 – 16","44010129","https://www.airbnb.com/rooms/44010129"
"London","Private room in London","Private Room","Peaceful with stylish private bathroom VH","1 double bed","76","$","4.94","Jun 25 – 30","20893587","https://www.airbnb.com/rooms/20893587"
"London","Private room in London","Private Room","","1 single bed","94","$","4.97","May 30 – Jun 5","44632777","https://www.airbnb.com/rooms/44632777"
"London","Private room in London SW82AS","Private Room","Double Room in flat, Clapham £38pn, Zone 2, London","1 queen bed","34","$","4.76","Jan 7 – 12","29542361","https://www.airbnb.com/rooms/29542361"
"London","Private room in London","Private Room","(BM4) Small Cozy Dbl Zone 2","1 bed","49","$","4","Jun 3 – 8","796472467299276931","https://www.airbnb.com/rooms/796472467299276931"
"London","Apartment in Lambeth","Apartment","","2 beds","143","$","4.78","Aug 19 – 24","131444","https://www.airbnb.com/rooms/131444"
"London","Private room in London","Private Room","Large, light self contained space with en suite.","1 double bed","60","$","4.96","Sep 7 – 12","41706088","https://www.airbnb.com/rooms/41706088"
"London","Private room in London","Private Room","Lovely and Cosy Private Room in Woolwich Arsenal","1 double bed","72","$","5","May 1 – 6","54354115","https://www.airbnb.com/rooms/54354115"
"London","Private room in London","Private Room","Warm single attic room in Kensington","1 single bed","87","$","4.64","Aug 4 – 9","24342366","https://www.airbnb.com/rooms/24342366"
"London","Private room in London","Private Room","Lovely house close to Big Ben 7 min walking","1 bed","68","$","4.63","Apr 1 – 8","711236118875603328","https://www.airbnb.com/rooms/711236118875603328"
"London","Private room in Covent Garden","Private Room","Single non E/S 1F St. Duchy House Central London","1 bed","96","$","4.6","Jul 16 – 22","14916356","https://www.airbnb.com/rooms/14916356"
"London","Private room in Islington","Private Room","","1 bed","69","$","4.69","Aug 31 – Sep 5","663098153015093706","https://www.airbnb.com/rooms/663098153015093706"
"London","Apartment in Lambeth","Apartment","","1 bed","127","$","4.8","Jan 1 – 6","755822540725621205","https://www.airbnb.com/rooms/755822540725621205"
"London","Private room in Canning Town North","Private Room","Cosy room in London close to the station","1 double bed","51","$","4.47","May 8 – 13","21697609","https://www.airbnb.com/rooms/21697609"
"London","Apartment in London","Apartment","St.Johns Wood, lovely studio for 2.","1 sofa bed","71","$","4.65","May 24 – 30","9423291","https://www.airbnb.com/rooms/9423291"
"London","Apartment in Camden","Apartment","☆ Marylebone premium studio","1 single bed","199","$","4.82","May 1 – 8","31712859","https://www.airbnb.com/rooms/31712859"
"London","Private room in Mayfair","Private Room","","1 double bed","123","$","4.91","Jul 7 – 12","51939539","https://www.airbnb.com/rooms/51939539"
"London","Apartment in Willesden","Apartment","","1 bed","108","$","4.43","Aug 9 – 14","818318399627352121","https://www.airbnb.com/rooms/818318399627352121"
"London","Apartment in Shoreditch","Apartment","","1 bed","125","$","4.33","Oct 9 – 14","835370116379795291","https://www.airbnb.com/rooms/835370116379795291"
"London","Hotel room in Covent Garden","Other","","1 bed","107","$","4.5","Jul 10 – 15","13890915","https://www.airbnb.com/rooms/13890915"
"London","Private room in Lambeth","Private Room","","1 bed","122","$","4.88","May 30 – Jun 5","53841941","https://www.airbnb.com/rooms/53841941"
"London","Private room in Islington","Private Room","(3) Lovely double room available in Angel.","1 double bed","87","$","4.31","Jul 30 – Aug 4","44083152","https://www.airbnb.com/rooms/44083152"
"London","Private room in Covent Garden","Private Room","Double Ensuite 1L Rear Duchy House Central London","1 bed","154","$","4.67","Aug 5 – 12","13664053","https://www.airbnb.com/rooms/13664053"
"London","Private room in Camden","Private Room","","1 double bed","77","$","3.88","May 7 – 12","604294425611431857","https://www.airbnb.com/rooms/604294425611431857"
"London","Private room in London","Private Room","","1 double bed","83","$","4.8","Jul 23 – 28","20877461","https://www.airbnb.com/rooms/20877461"
"London","Condo in Plaistow South","Other","Entire stunning Victorian flat with garden E13","2 beds","130","$","4.91","Aug 27 – Sep 1","42623273","https://www.airbnb.com/rooms/42623273"
"London","Private room in Camden","Private Room","Single Room in Central London","1 single bed","116","$","4.83","Jul 13 – 20","37055295","https://www.airbnb.com/rooms/37055295"
"London","Apartment in Hendon","Apartment","","1 double bed","87","$","4.79","Jul 17 – 22","49446721","https://www.airbnb.com/rooms/49446721"
"London","Private room in London","Private Room","(3) Lovely double room available in Angel.","1 double bed","87","$","4.31","Jul 30 – Aug 4","44083152","https://www.airbnb.com/rooms/44083152"
"London","Private room in London","Private Room","Double Ensuite 1L Rear Duchy House Central London","1 bed","154","$","4.67","Aug 5 – 12","13664053","https://www.airbnb.com/rooms/13664053"
"London","Private room in London","Private Room","","1 double bed","77","$","3.88","May 7 – 12","604294425611431857","https://www.airbnb.com/rooms/604294425611431857"
"London","Private room in London","Private Room","","1 bed","103","$","No rating","Jun 21 – 26","832490400780088449","https://www.airbnb.com/rooms/832490400780088449"
"London","Private room in London","Private Room","","1 bed","96","$","No rating","Jul 10 – 15","832399324984101484","https://www.airbnb.com/rooms/832399324984101484"
"London","Private room in London","Private Room","","1 bed","107","$","4.67","Jul 20 – 25","15250267","https://www.airbnb.com/rooms/15250267"
"London","Private room in London","Private Room","","1 double bed","83","$","4.8","Jul 23 – 28","20877461","https://www.airbnb.com/rooms/20877461"
"London","Condo in London","Other","Entire stunning Victorian flat with garden E13","2 beds","130","$","4.91","Aug 27 – Sep 1","42623273","https://www.airbnb.com/rooms/42623273"
"London","Private room in London","Private Room","Single Room in Central London","1 single bed","116","$","4.83","Jul 13 – 20","37055295","https://www.airbnb.com/rooms/37055295"
"London","Private room in London","Private Room","Double room in cosy family home","1 double bed","41","$","4.92","Jul 21 – 26","44038349","https://www.airbnb.com/rooms/44038349"
"London","Apartment in London","Apartment","","1 double bed","87","$","4.79","Jul 17 – 22","49446721","https://www.airbnb.com/rooms/49446721"
"London","Private room in London","Private Room","Cozy single room located in E1","1 single bed","43","$","4.84","Nov 15 – 20","24666035","https://www.airbnb.com/rooms/24666035"
"London","Private room in Brentford","Private Room","Private Studio/Self Contained Flat, Ensuite","1 double bed","85","$","4.86","Sep 4 – 9","5502996","https://www.airbnb.com/rooms/5502996"
"London","Apartment in London","Apartment","44.8 Stylish, Boutique, Luxury Studio Apartment","1 double bed","115","$","4.75","Jul 27 – Aug 1","51805805","https://www.airbnb.com/rooms/51805805"
"London","Condo in London","Other","","Lovely one bedroom flat in westminster, pimlico.","176","$","4.9","Dec 31 – Jan 7","51837502","https://www.airbnb.com/rooms/51837502"
"London","Apartment in London","Apartment","Romantic getaway in Soho, in the heart of London","1 queen bed","218","$","4.68","May 31 – Jun 7","19099079","https://www.airbnb.com/rooms/19099079"
"London","Private room in London","Private Room","Single room with private bathroom in Clapham Park","1 single bed","60","$","4.88","May 8 – 13","4641001","https://www.airbnb.com/rooms/4641001"
"London","Private room in London","Private Room","","1 bed","29","$","No rating","May 22 – 27","841135664000678272","https://www.airbnb.com/rooms/841135664000678272"
"London","Private room in St. Katharine's and Wapping","Private Room","Cozy single room located in E1","1 single bed","43","$","4.84","Nov 15 – 20","24666035","https://www.airbnb.com/rooms/24666035"
"London","Apartment in Willesden","Apartment","44.8 Stylish, Boutique, Luxury Studio Apartment","1 double bed","115","$","4.75","Jul 27 – Aug 1","51805805","https://www.airbnb.com/rooms/51805805"
"London","Condo in Pimlico","Other","","Lovely one bedroom flat in westminster, pimlico.","176","$","4.9","Dec 31 – Jan 7","51837502","https://www.airbnb.com/rooms/51837502"
"London","Apartment in Soho","Apartment","Romantic getaway in Soho, in the heart of London","1 queen bed","218","$","4.68","May 31 – Jun 7","19099079","https://www.airbnb.com/rooms/19099079"
"London","Private room in Lambeth","Private Room","Single room with private bathroom in Clapham Park","1 single bed","60","$","4.88","May 8 – 13","4641001","https://www.airbnb.com/rooms/4641001"
"London","Private room in Lambeth","Private Room","","1 bed","29","$","No rating","May 22 – 27","841135664000678272","https://www.airbnb.com/rooms/841135664000678272"
"London","Private room in Covent Garden","Private Room","Single Ensuite 2N Rear Duchy House Central London","1 bed","122","$","4.67","Aug 19 – 24","15265066","https://www.airbnb.com/rooms/15265066"
"London","Private room in Mile End East","Private Room","Heart of East (Mile end/Bow road/Queen Mary)","1 single bed","41","$","4.49","Sep 6 – 11","52287879","https://www.airbnb.com/rooms/52287879"
"London","Private room in Limehouse","Private Room","Cute room in a quiet place in central London","1 bed","46","$","4.89","Feb 1 – 6","628204527394938694","https://www.airbnb.com/rooms/628204527394938694"
"London","Condo in London","Other","Lovely studio, premium spot Notting Hill","1 bed","231","$","4.8","Jun 2 – 9","51181997","https://www.airbnb.com/rooms/51181997"
"London","Private room in London","Private Room","lovely mews house","1 bed","121","$","4.91","May 8 – 13","12827223","https://www.airbnb.com/rooms/12827223"
"London","Private room in Camden","Private Room","Double Room in Kilburn 15 Mins to City London 1A1","1 bed","50","$","4.21","Aug 28 – Sep 2","24059136","https://www.airbnb.com/rooms/24059136"
"London","Private room in Lambeth","Private Room","","1 bed","55","$","4.38","May 31 – Jun 5","821663865582650990","https://www.airbnb.com/rooms/821663865582650990"
"London","Private room in London","Private Room","Cosy Creative Home","1 double bed","65","$","4.8","May 28 – Jun 3","45130220","https://www.airbnb.com/rooms/45130220"
"London","Private room in Wormholt and White City","Private Room","","1 king bed","94","$","5","Jan 15 – 20","25046044","https://www.airbnb.com/rooms/25046044"
"London","Private room in London","Private Room","Beautiful Mews House","1 bed","128","$","4.85","May 14 – 19","6968345","https://www.airbnb.com/rooms/6968345"
"London","Private room in London","Private Room","Isle of dogs double room 10 minutes walk 2 DLR","1 bed","47","$","4.5","May 29 – Jun 5","609235086809862023","https://www.airbnb.com/rooms/609235086809862023"
"London","Private room in Ealing","Private Room","","1 double bed","60","$","4.88","May 6 – 11","1003616","https://www.airbnb.com/rooms/1003616"
"London","Condo in Islington","Other","Luxury STUDIO De Beauvoir N1 Islington, City","1 king bed","162","$","4.98","Aug 17 – 24","38009227","https://www.airbnb.com/rooms/38009227"
"London","Private room in Wandsworth","Private Room","⭐Luxury Single Room, Perfect for Exploring London! ⭐","1 single bed","91","$","4.64","Jun 20 – 25","28117107","https://www.airbnb.com/rooms/28117107"
"London","Private room in North Kensington","Private Room","private room own key portobello rd w10","1 single bed","78","$","4.89","Jun 27 – Jul 2","1555216","https://www.airbnb.com/rooms/1555216"
"London","Apartment in Camden","Apartment","Stylish & cosy studio in prime area.","","170","$","No rating","May 1 – 8","48389488","https://www.airbnb.com/rooms/48389488"
